"disease","mmwr_year","mmwr_week","current_week","cummulative","date"
"Other Serogroup",2020,39,0,11,"2020-09-20"
"All Serogroups (total)",2020,40,1,170,"2020-09-27"
"Unknown Serogroup",2020,40,1,97,"2020-09-27"
"ACWY Serogroups",2020,40,0,49,"2020-09-27"
"Serogroup B",2020,40,0,13,"2020-09-27"
"Other Serogroup",2020,40,0,11,"2020-09-27"
"All Serogroups (total)",2020,41,1,174,"2020-10-04"
"Unknown Serogroup",2020,41,1,111,"2020-10-04"
"ACWY Serogroups",2020,41,0,40,"2020-10-04"
"Serogroup B",2020,41,0,12,"2020-10-04"
"Other Serogroup",2020,41,0,11,"2020-10-04"
"All Serogroups (total)",2020,42,1,177,"2020-10-11"
"Unknown Serogroup",2020,42,1,113,"2020-10-11"
"ACWY Serogroups",2020,42,0,41,"2020-10-11"
"Serogroup B",2020,42,0,12,"2020-10-11"
"Other Serogroup",2020,42,0,11,"2020-10-11"
"All Serogroups (total)",2020,43,1,181,"2020-10-18"
"Unknown Serogroup",2020,43,1,114,"2020-10-18"
"ACWY Serogroups",2020,43,0,42,"2020-10-18"
"Serogroup B",2020,43,0,14,"2020-10-18"
"Other Serogroup",2020,43,0,11,"2020-10-18"
"All Serogroups (total)",2020,44,2,189,"2020-10-25"
"Unknown Serogroup",2020,44,1,118,"2020-10-25"
"ACWY Serogroups",2020,44,1,44,"2020-10-25"
"Serogroup B",2020,44,0,15,"2020-10-25"
"Other Serogroup",2020,44,0,12,"2020-10-25"
"All Serogroups (total)",2020,45,0,189,"2020-11-01"
"Unknown Serogroup",2020,45,0,118,"2020-11-01"
"ACWY Serogroups",2020,45,0,44,"2020-11-01"
"Serogroup B",2020,45,0,15,"2020-11-01"
"Other Serogroup",2020,45,0,12,"2020-11-01"
"All Serogroups (total)",2020,46,0,191,"2020-11-08"
"Unknown Serogroup",2020,46,0,120,"2020-11-08"
"ACWY Serogroups",2020,46,0,44,"2020-11-08"
"Serogroup B",2020,46,0,15,"2020-11-08"
"Other Serogroup",2020,46,0,12,"2020-11-08"
"All Serogroups (total)",2020,47,1,192,"2020-11-15"
"Unknown Serogroup",2020,47,1,121,"2020-11-15"
"ACWY Serogroups",2020,47,0,44,"2020-11-15"
"Serogroup B",2020,47,0,15,"2020-11-15"
"Other Serogroup",2020,47,0,12,"2020-11-15"
"All Serogroups (total)",2020,48,0,193,"2020-11-22"
"Unknown Serogroup",2020,48,0,122,"2020-11-22"
"ACWY Serogroups",2020,48,0,44,"2020-11-22"
"Serogroup B",2020,48,0,15,"2020-11-22"
"Other Serogroup",2020,48,0,12,"2020-11-22"
"All Serogroups (total)",2020,49,1,196,"2020-11-29"
"Unknown Serogroup",2020,49,1,125,"2020-11-29"
"ACWY Serogroups",2020,49,0,44,"2020-11-29"
"Serogroup B",2020,49,0,15,"2020-11-29"
"Other Serogroup",2020,49,0,12,"2020-11-29"
"All Serogroups (total)",2020,50,1,198,"2020-12-06"
"Unknown Serogroup",2020,50,1,125,"2020-12-06"
"ACWY Serogroups",2020,50,0,46,"2020-12-06"
"Serogroup B",2020,50,0,15,"2020-12-06"
"Other Serogroup",2020,50,0,12,"2020-12-06"
"All Serogroups (total)",2020,51,0,199,"2020-12-13"
"Unknown Serogroup",2020,51,0,126,"2020-12-13"
"ACWY Serogroups",2020,51,0,46,"2020-12-13"
"Serogroup B",2020,51,0,15,"2020-12-13"
"Other Serogroup",2020,51,0,12,"2020-12-13"
"All Serogroups (total)",2020,52,0,200,"2020-12-20"
"Unknown Serogroup",2020,52,0,127,"2020-12-20"
"ACWY Serogroups",2020,52,0,46,"2020-12-20"
"Serogroup B",2020,52,0,15,"2020-12-20"
"Other Serogroup",2020,52,0,12,"2020-12-20"
"All Serogroups (total)",2020,53,0,203,"2020-12-27"
"Unknown Serogroup",2020,53,0,130,"2020-12-27"
"ACWY Serogroups",2020,53,0,46,"2020-12-27"
"Serogroup B",2020,53,0,15,"2020-12-27"
"Other Serogroup",2020,53,0,12,"2020-12-27"
"All Serogroups (total)",2021,1,0,0,"2021-01-03"
"Unknown Serogroup",2021,1,0,0,"2021-01-03"
"ACWY Serogroups",2021,1,0,0,"2021-01-03"
"Serogroup B",2021,1,0,0,"2021-01-03"
"Other Serogroup",2021,1,0,0,"2021-01-03"
"All Serogroups (total)",2021,2,0,0,"2021-01-10"
"Unknown Serogroup",2021,2,0,0,"2021-01-10"
"ACWY Serogroups",2021,2,0,0,"2021-01-10"
"Serogroup B",2021,2,0,0,"2021-01-10"
"Other Serogroup",2021,2,0,0,"2021-01-10"
"All Serogroups (total)",2021,3,0,0,"2021-01-17"
"Unknown Serogroup",2021,3,0,0,"2021-01-17"
"ACWY Serogroups",2021,3,0,0,"2021-01-17"
"Serogroup B",2021,3,0,0,"2021-01-17"
"Other Serogroup",2021,3,0,0,"2021-01-17"
"All Serogroups (total)",2021,4,6,7,"2021-01-24"
"Unknown Serogroup",2021,4,5,6,"2021-01-24"
"ACWY Serogroups",2021,4,1,1,"2021-01-24"
"Serogroup B",2021,4,0,0,"2021-01-24"
"Other Serogroup",2021,4,0,0,"2021-01-24"
"All Serogroups (total)",2021,5,2,8,"2021-01-31"
"Unknown Serogroup",2021,5,2,6,"2021-01-31"
"ACWY Serogroups",2021,5,0,1,"2021-01-31"
"Serogroup B",2021,5,0,0,"2021-01-31"
"Other Serogroup",2021,5,0,1,"2021-01-31"
"All Serogroups (total)",2021,6,1,13,"2021-02-07"
"Unknown Serogroup",2021,6,1,8,"2021-02-07"
"ACWY Serogroups",2021,6,0,2,"2021-02-07"
"Serogroup B",2021,6,0,2,"2021-02-07"
"Other Serogroup",2021,6,0,1,"2021-02-07"
"All Serogroups (total)",2021,7,0,14,"2021-02-14"
"Unknown Serogroup",2021,7,0,9,"2021-02-14"
"ACWY Serogroups",2021,7,0,2,"2021-02-14"
"Serogroup B",2021,7,0,2,"2021-02-14"
"Other Serogroup",2021,7,0,1,"2021-02-14"
"All Serogroups (total)",2021,8,2,17,"2021-02-21"
"Unknown Serogroup",2021,8,2,12,"2021-02-21"
"ACWY Serogroups",2021,8,0,2,"2021-02-21"
"Serogroup B",2021,8,0,2,"2021-02-21"
"Other Serogroup",2021,8,0,1,"2021-02-21"
"All Serogroups (total)",2021,9,2,20,"2021-02-28"
"Unknown Serogroup",2021,9,2,14,"2021-02-28"
"ACWY Serogroups",2021,9,0,2,"2021-02-28"
"Serogroup B",2021,9,0,3,"2021-02-28"
"Other Serogroup",2021,9,0,1,"2021-02-28"
"All Serogroups (total)",2021,10,1,23,"2021-03-07"
"Unknown Serogroup",2021,10,1,15,"2021-03-07"
"ACWY Serogroups",2021,10,0,2,"2021-03-07"
"Serogroup B",2021,10,0,4,"2021-03-07"
"Other Serogroup",2021,10,0,2,"2021-03-07"
"All Serogroups (total)",2021,11,1,28,"2021-03-14"
"Unknown Serogroup",2021,11,1,17,"2021-03-14"
"ACWY Serogroups",2021,11,0,5,"2021-03-14"
"Serogroup B",2021,11,0,4,"2021-03-14"
"Other Serogroup",2021,11,0,2,"2021-03-14"
"All Serogroups (total)",2021,12,2,32,"2021-03-21"
"Unknown Serogroup",2021,12,2,20,"2021-03-21"
"ACWY Serogroups",2021,12,0,6,"2021-03-21"
"Serogroup B",2021,12,0,4,"2021-03-21"
"Other Serogroup",2021,12,0,2,"2021-03-21"
"All Serogroups (total)",2021,13,1,34,"2021-03-28"
"Unknown Serogroup",2021,13,1,21,"2021-03-28"
"ACWY Serogroups",2021,13,0,6,"2021-03-28"
"Serogroup B",2021,13,0,4,"2021-03-28"
"Other Serogroup",2021,13,0,3,"2021-03-28"
"All Serogroups (total)",2021,14,0,35,"2021-04-04"
"Unknown Serogroup",2021,14,0,21,"2021-04-04"
"ACWY Serogroups",2021,14,0,7,"2021-04-04"
"Serogroup B",2021,14,0,4,"2021-04-04"
"Other Serogroup",2021,14,0,3,"2021-04-04"
"All Serogroups (total)",2021,15,1,37,"2021-04-11"
"Unknown Serogroup",2021,15,1,22,"2021-04-11"
"ACWY Serogroups",2021,15,0,8,"2021-04-11"
"Serogroup B",2021,15,0,4,"2021-04-11"
"Other Serogroup",2021,15,0,3,"2021-04-11"
"All Serogroups (total)",2021,16,1,39,"2021-04-18"
"Unknown Serogroup",2021,16,0,22,"2021-04-18"
"ACWY Serogroups",2021,16,1,10,"2021-04-18"
"Serogroup B",2021,16,0,4,"2021-04-18"
"Other Serogroup",2021,16,0,3,"2021-04-18"
"All Serogroups (total)",2021,17,3,44,"2021-04-25"
"Unknown Serogroup",2021,17,3,27,"2021-04-25"
"ACWY Serogroups",2021,17,0,10,"2021-04-25"
"Serogroup B",2021,17,0,4,"2021-04-25"
"Other Serogroup",2021,17,0,3,"2021-04-25"
"All Serogroups (total)",2021,18,1,45,"2021-05-02"
"Unknown Serogroup",2021,18,1,28,"2021-05-02"
"ACWY Serogroups",2021,18,0,10,"2021-05-02"
"Serogroup B",2021,18,0,4,"2021-05-02"
"Other Serogroup",2021,18,0,3,"2021-05-02"
"All Serogroups (total)",2021,19,1,46,"2021-05-09"
"Unknown Serogroup",2021,19,1,27,"2021-05-09"
"ACWY Serogroups",2021,19,0,12,"2021-05-09"
"Serogroup B",2021,19,0,4,"2021-05-09"
"Other Serogroup",2021,19,0,3,"2021-05-09"
"All Serogroups (total)",2021,20,2,50,"2021-05-16"
"Unknown Serogroup",2021,20,2,30,"2021-05-16"
"ACWY Serogroups",2021,20,0,12,"2021-05-16"
"Serogroup B",2021,20,0,5,"2021-05-16"
"Other Serogroup",2021,20,0,3,"2021-05-16"
"All Serogroups (total)",2021,21,1,54,"2021-05-23"
"Unknown Serogroup",2021,21,1,31,"2021-05-23"
"ACWY Serogroups",2021,21,0,13,"2021-05-23"
"Serogroup B",2021,21,0,7,"2021-05-23"
"Other Serogroup",2021,21,0,3,"2021-05-23"
"All Serogroups (total)",2021,22,2,59,"2021-05-30"
"Unknown Serogroup",2021,22,2,36,"2021-05-30"
"ACWY Serogroups",2021,22,0,13,"2021-05-30"
"Serogroup B",2021,22,0,7,"2021-05-30"
"Other Serogroup",2021,22,0,3,"2021-05-30"
"All Serogroups (total)",2021,23,0,61,"2021-06-06"
"Unknown Serogroup",2021,23,0,38,"2021-06-06"
"ACWY Serogroups",2021,23,0,13,"2021-06-06"
"Serogroup B",2021,23,0,7,"2021-06-06"
"Other Serogroup",2021,23,0,3,"2021-06-06"
"All Serogroups (total)",2021,24,0,61,"2021-06-13"
"Unknown Serogroup",2021,24,0,38,"2021-06-13"
"ACWY Serogroups",2021,24,0,13,"2021-06-13"
"Serogroup B",2021,24,0,7,"2021-06-13"
"Other Serogroup",2021,24,0,3,"2021-06-13"
"All Serogroups (total)",2021,25,2,67,"2021-06-20"
"Unknown Serogroup",2021,25,2,40,"2021-06-20"
"ACWY Serogroups",2021,25,0,16,"2021-06-20"
"Serogroup B",2021,25,0,7,"2021-06-20"
"Other Serogroup",2021,25,0,4,"2021-06-20"
"All Serogroups (total)",2021,26,5,75,"2021-06-27"
"Unknown Serogroup",2021,26,5,49,"2021-06-27"
"ACWY Serogroups",2021,26,0,15,"2021-06-27"
"Serogroup B",2021,26,0,7,"2021-06-27"
"Other Serogroup",2021,26,0,4,"2021-06-27"
"All Serogroups (total)",2021,27,1,78,"2021-07-04"
"Unknown Serogroup",2021,27,1,51,"2021-07-04"
"ACWY Serogroups",2021,27,0,15,"2021-07-04"
"Serogroup B",2021,27,0,8,"2021-07-04"
"Other Serogroup",2021,27,0,4,"2021-07-04"
"All Serogroups (total)",2021,28,1,82,"2021-07-11"
"Unknown Serogroup",2021,28,1,55,"2021-07-11"
"ACWY Serogroups",2021,28,0,15,"2021-07-11"
"Serogroup B",2021,28,0,8,"2021-07-11"
"Other Serogroup",2021,28,0,4,"2021-07-11"
"All Serogroups (total)",2021,29,2,86,"2021-07-18"
"Unknown Serogroup",2021,29,2,59,"2021-07-18"
"ACWY Serogroups",2021,29,0,15,"2021-07-18"
"Serogroup B",2021,29,0,8,"2021-07-18"
"Other Serogroup",2021,29,0,4,"2021-07-18"
"All Serogroups (total)",2021,30,0,85,"2021-07-25"
"Unknown Serogroup",2021,30,0,58,"2021-07-25"
"ACWY Serogroups",2021,30,0,15,"2021-07-25"
"Serogroup B",2021,30,0,8,"2021-07-25"
"Other Serogroup",2021,30,0,4,"2021-07-25"
"All Serogroups (total)",2021,31,1,89,"2021-08-01"
"Unknown Serogroup",2021,31,0,61,"2021-08-01"
"ACWY Serogroups",2021,31,1,16,"2021-08-01"
"Serogroup B",2021,31,0,8,"2021-08-01"
"Other Serogroup",2021,31,0,4,"2021-08-01"
"All Serogroups (total)",2021,32,2,94,"2021-08-08"
"Unknown Serogroup",2021,32,1,63,"2021-08-08"
"ACWY Serogroups",2021,32,0,17,"2021-08-08"
"Serogroup B",2021,32,1,10,"2021-08-08"
"Other Serogroup",2021,32,0,4,"2021-08-08"
"All Serogroups (total)",2021,33,0,95,"2021-08-15"
"Unknown Serogroup",2021,33,0,63,"2021-08-15"
"ACWY Serogroups",2021,33,0,18,"2021-08-15"
"Serogroup B",2021,33,0,10,"2021-08-15"
"Other Serogroup",2021,33,0,4,"2021-08-15"
"All Serogroups (total)",2021,34,0,96,"2021-08-22"
"Unknown Serogroup",2021,34,0,64,"2021-08-22"
"ACWY Serogroups",2021,34,0,18,"2021-08-22"
"Serogroup B",2021,34,0,10,"2021-08-22"
"Other Serogroup",2021,34,0,4,"2021-08-22"
"All Serogroups (total)",2021,35,1,100,"2021-08-29"
"Unknown Serogroup",2021,35,1,67,"2021-08-29"
"ACWY Serogroups",2021,35,0,19,"2021-08-29"
"Serogroup B",2021,35,0,10,"2021-08-29"
"Other Serogroup",2021,35,0,4,"2021-08-29"
"All Serogroups (total)",2021,36,5,106,"2021-09-05"
"Unknown Serogroup",2021,36,5,70,"2021-09-05"
"ACWY Serogroups",2021,36,0,22,"2021-09-05"
"Serogroup B",2021,36,0,10,"2021-09-05"
"Other Serogroup",2021,36,0,4,"2021-09-05"
"All Serogroups (total)",2021,37,2,114,"2021-09-12"
"Unknown Serogroup",2021,37,1,73,"2021-09-12"
"ACWY Serogroups",2021,37,1,26,"2021-09-12"
"Serogroup B",2021,37,0,10,"2021-09-12"
"Other Serogroup",2021,37,0,5,"2021-09-12"
"All Serogroups (total)",2021,38,3,120,"2021-09-19"
"Unknown Serogroup",2021,38,3,78,"2021-09-19"
"ACWY Serogroups",2021,38,0,26,"2021-09-19"
"Serogroup B",2021,38,0,11,"2021-09-19"
"Other Serogroup",2021,38,0,5,"2021-09-19"
"All Serogroups (total)",2021,39,2,117,"2021-09-26"
"Unknown Serogroup",2021,39,1,78,"2021-09-26"
"ACWY Serogroups",2021,39,1,23,"2021-09-26"
"Serogroup B",2021,39,0,10,"2021-09-26"
"Other Serogroup",2021,39,0,6,"2021-09-26"
"All Serogroups (total)",2021,40,0,125,"2021-10-03"
"Unknown Serogroup",2021,40,0,78,"2021-10-03"
"ACWY Serogroups",2021,40,0,29,"2021-10-03"
"Serogroup B",2021,40,0,11,"2021-10-03"
"Other Serogroup",2021,40,0,7,"2021-10-03"
"All Serogroups (total)",2021,41,4,130,"2021-10-10"
"Unknown Serogroup",2021,41,3,82,"2021-10-10"
"ACWY Serogroups",2021,41,1,30,"2021-10-10"
"Serogroup B",2021,41,0,11,"2021-10-10"
"Other Serogroup",2021,41,0,7,"2021-10-10"
"All Serogroups (total)",2021,42,3,133,"2021-10-17"
"Unknown Serogroup",2021,42,1,83,"2021-10-17"
"ACWY Serogroups",2021,42,1,31,"2021-10-17"
"Serogroup B",2021,42,1,12,"2021-10-17"
"Other Serogroup",2021,42,0,7,"2021-10-17"
"All Serogroups (total)",2021,43,1,136,"2021-10-24"
"Unknown Serogroup",2021,43,1,86,"2021-10-24"
"ACWY Serogroups",2021,43,0,31,"2021-10-24"
"Serogroup B",2021,43,0,12,"2021-10-24"
"Other Serogroup",2021,43,0,7,"2021-10-24"
"All Serogroups (total)",2021,44,2,138,"2021-10-31"
"Unknown Serogroup",2021,44,2,88,"2021-10-31"
"ACWY Serogroups",2021,44,0,31,"2021-10-31"
"Serogroup B",2021,44,0,12,"2021-10-31"
"Other Serogroup",2021,44,0,7,"2021-10-31"
"All Serogroups (total)",2021,45,1,133,"2021-11-07"
"Unknown Serogroup",2021,45,1,89,"2021-11-07"
"ACWY Serogroups",2021,45,0,26,"2021-11-07"
"Serogroup B",2021,45,0,11,"2021-11-07"
"Other Serogroup",2021,45,0,7,"2021-11-07"
"All Serogroups (total)",2021,46,3,136,"2021-11-14"
"Unknown Serogroup",2021,46,3,92,"2021-11-14"
"ACWY Serogroups",2021,46,0,26,"2021-11-14"
"Serogroup B",2021,46,0,11,"2021-11-14"
"Other Serogroup",2021,46,0,7,"2021-11-14"
"All Serogroups (total)",2021,47,1,144,"2021-11-21"
"Unknown Serogroup",2021,47,1,93,"2021-11-21"
"ACWY Serogroups",2021,47,0,32,"2021-11-21"
"Serogroup B",2021,47,0,12,"2021-11-21"
"Other Serogroup",2021,47,0,7,"2021-11-21"
"All Serogroups (total)",2021,48,2,147,"2021-11-28"
"Unknown Serogroup",2021,48,2,95,"2021-11-28"
"ACWY Serogroups",2021,48,0,32,"2021-11-28"
"Serogroup B",2021,48,0,13,"2021-11-28"
"Other Serogroup",2021,48,0,7,"2021-11-28"
"All Serogroups (total)",2021,49,1,150,"2021-12-05"
"Unknown Serogroup",2021,49,1,98,"2021-12-05"
"ACWY Serogroups",2021,49,0,32,"2021-12-05"
"Serogroup B",2021,49,0,13,"2021-12-05"
"Other Serogroup",2021,49,0,7,"2021-12-05"
"All Serogroups (total)",2021,50,2,158,"2021-12-12"
"Unknown Serogroup",2021,50,2,106,"2021-12-12"
"ACWY Serogroups",2021,50,0,32,"2021-12-12"
"Serogroup B",2021,50,0,13,"2021-12-12"
"Other Serogroup",2021,50,0,7,"2021-12-12"
"All Serogroups (total)",2021,51,2,160,"2021-12-19"
"Unknown Serogroup",2021,51,2,108,"2021-12-19"
"ACWY Serogroups",2021,51,0,32,"2021-12-19"
"Serogroup B",2021,51,0,13,"2021-12-19"
"Other Serogroup",2021,51,0,7,"2021-12-19"
"All Serogroups (total)",2021,52,1,171,"2021-12-26"
"Unknown Serogroup",2021,52,1,114,"2021-12-26"
"ACWY Serogroups",2021,52,0,35,"2021-12-26"
"Serogroup B",2021,52,0,15,"2021-12-26"
"Other Serogroup",2021,52,0,7,"2021-12-26"
"All Serogroups (total)",2022,1,1,1,"2022-01-02"
"Unknown Serogroup",2022,1,1,1,"2022-01-02"
"ACWY Serogroups",2022,1,0,0,"2022-01-02"
"Serogroup B",2022,1,0,0,"2022-01-02"
"Other Serogroup",2022,1,0,0,"2022-01-02"
"All Serogroups (total)",2022,2,5,10,"2022-01-09"
"Unknown Serogroup",2022,2,5,9,"2022-01-09"
"ACWY Serogroups",2022,2,0,0,"2022-01-09"
"Serogroup B",2022,2,0,1,"2022-01-09"
"Other Serogroup",2022,2,0,0,"2022-01-09"
"All Serogroups (total)",2022,3,4,15,"2022-01-16"
"Unknown Serogroup",2022,3,4,14,"2022-01-16"
"ACWY Serogroups",2022,3,0,0,"2022-01-16"
"Serogroup B",2022,3,0,1,"2022-01-16"
"Other Serogroup",2022,3,0,0,"2022-01-16"
"All Serogroups (total)",2022,4,1,17,"2022-01-23"
"Unknown Serogroup",2022,4,1,15,"2022-01-23"
"ACWY Serogroups",2022,4,0,0,"2022-01-23"
"Serogroup B",2022,4,0,1,"2022-01-23"
"Other Serogroup",2022,4,0,1,"2022-01-23"
"All Serogroups (total)",2022,5,4,22,"2022-01-30"
"Unknown Serogroup",2022,5,4,20,"2022-01-30"
"ACWY Serogroups",2022,5,0,0,"2022-01-30"
"Serogroup B",2022,5,0,1,"2022-01-30"
"Other Serogroup",2022,5,0,1,"2022-01-30"
"All Serogroups (total)",2022,6,3,25,"2022-02-06"
"Unknown Serogroup",2022,6,3,22,"2022-02-06"
"ACWY Serogroups",2022,6,0,1,"2022-02-06"
"Serogroup B",2022,6,0,1,"2022-02-06"
"Other Serogroup",2022,6,0,1,"2022-02-06"
"All Serogroups (total)",2022,7,3,31,"2022-02-13"
"Unknown Serogroup",2022,7,3,24,"2022-02-13"
"ACWY Serogroups",2022,7,0,3,"2022-02-13"
"Serogroup B",2022,7,0,3,"2022-02-13"
"Other Serogroup",2022,7,0,1,"2022-02-13"
"All Serogroups (total)",2022,8,3,37,"2022-02-20"
"Unknown Serogroup",2022,8,3,27,"2022-02-20"
"ACWY Serogroups",2022,8,0,6,"2022-02-20"
"Serogroup B",2022,8,0,3,"2022-02-20"
"Other Serogroup",2022,8,0,1,"2022-02-20"
"All Serogroups (total)",2022,9,7,46,"2022-02-27"
"Unknown Serogroup",2022,9,6,33,"2022-02-27"
"ACWY Serogroups",2022,9,1,7,"2022-02-27"
"Serogroup B",2022,9,0,5,"2022-02-27"
"Other Serogroup",2022,9,0,1,"2022-02-27"
"All Serogroups (total)",2022,10,3,50,"2022-03-06"
"Unknown Serogroup",2022,10,3,36,"2022-03-06"
"ACWY Serogroups",2022,10,0,8,"2022-03-06"
"Serogroup B",2022,10,0,5,"2022-03-06"
"Other Serogroup",2022,10,0,1,"2022-03-06"
"All Serogroups (total)",2022,11,1,52,"2022-03-13"
"Unknown Serogroup",2022,11,1,37,"2022-03-13"
"ACWY Serogroups",2022,11,0,8,"2022-03-13"
"Serogroup B",2022,11,0,6,"2022-03-13"
"Other Serogroup",2022,11,0,1,"2022-03-13"
"All Serogroups (total)",2022,12,2,55,"2022-03-20"
"Unknown Serogroup",2022,12,1,38,"2022-03-20"
"ACWY Serogroups",2022,12,0,9,"2022-03-20"
"Serogroup B",2022,12,1,7,"2022-03-20"
"Other Serogroup",2022,12,0,1,"2022-03-20"
"All Serogroups (total)",2022,13,4,60,"2022-03-27"
"Unknown Serogroup",2022,13,4,42,"2022-03-27"
"ACWY Serogroups",2022,13,0,9,"2022-03-27"
"Serogroup B",2022,13,0,8,"2022-03-27"
"Other Serogroup",2022,13,0,1,"2022-03-27"
"All Serogroups (total)",2022,14,3,63,"2022-04-03"
"Unknown Serogroup",2022,14,2,44,"2022-04-03"
"ACWY Serogroups",2022,14,1,10,"2022-04-03"
"Serogroup B",2022,14,0,8,"2022-04-03"
"Other Serogroup",2022,14,0,1,"2022-04-03"
"All Serogroups (total)",2022,15,5,68,"2022-04-10"
"Unknown Serogroup",2022,15,4,48,"2022-04-10"
"ACWY Serogroups",2022,15,1,11,"2022-04-10"
"Serogroup B",2022,15,0,8,"2022-04-10"
"Other Serogroup",2022,15,0,1,"2022-04-10"
"All Serogroups (total)",2022,16,4,74,"2022-04-17"
"Unknown Serogroup",2022,16,4,53,"2022-04-17"
"ACWY Serogroups",2022,16,0,12,"2022-04-17"
"Serogroup B",2022,16,0,8,"2022-04-17"
"Other Serogroup",2022,16,0,1,"2022-04-17"
"All Serogroups (total)",2022,17,2,76,"2022-04-24"
"Unknown Serogroup",2022,17,2,54,"2022-04-24"
"ACWY Serogroups",2022,17,0,12,"2022-04-24"
"Serogroup B",2022,17,0,9,"2022-04-24"
"Other Serogroup",2022,17,0,1,"2022-04-24"
"All Serogroups (total)",2022,18,1,79,"2022-05-01"
"Unknown Serogroup",2022,18,1,55,"2022-05-01"
"ACWY Serogroups",2022,18,0,14,"2022-05-01"
"Serogroup B",2022,18,0,9,"2022-05-01"
"Other Serogroup",2022,18,0,1,"2022-05-01"
"All Serogroups (total)",2022,19,4,85,"2022-05-08"
"Unknown Serogroup",2022,19,4,61,"2022-05-08"
"ACWY Serogroups",2022,19,0,14,"2022-05-08"
"Serogroup B",2022,19,0,9,"2022-05-08"
"Other Serogroup",2022,19,0,1,"2022-05-08"
"All Serogroups (total)",2022,20,3,94,"2022-05-15"
"Unknown Serogroup",2022,20,3,66,"2022-05-15"
"ACWY Serogroups",2022,20,0,17,"2022-05-15"
"Serogroup B",2022,20,0,10,"2022-05-15"
"Other Serogroup",2022,20,0,1,"2022-05-15"
"All Serogroups (total)",2022,21,0,96,"2022-05-22"
"Unknown Serogroup",2022,21,0,68,"2022-05-22"
"ACWY Serogroups",2022,21,0,17,"2022-05-22"
"Serogroup B",2022,21,0,10,"2022-05-22"
"Other Serogroup",2022,21,0,1,"2022-05-22"
"All Serogroups (total)",2022,22,4,109,"2022-05-29"
"Unknown Serogroup",2022,22,4,74,"2022-05-29"
"ACWY Serogroups",2022,22,0,19,"2022-05-29"
"Serogroup B",2022,22,0,13,"2022-05-29"
"Other Serogroup",2022,22,0,3,"2022-05-29"
"All Serogroups (total)",2022,23,4,116,"2022-06-05"
"Unknown Serogroup",2022,23,4,79,"2022-06-05"
"ACWY Serogroups",2022,23,0,20,"2022-06-05"
"Serogroup B",2022,23,0,13,"2022-06-05"
"Other Serogroup",2022,23,0,4,"2022-06-05"
"All Serogroups (total)",2022,24,5,121,"2022-06-12"
"Unknown Serogroup",2022,24,5,84,"2022-06-12"
"ACWY Serogroups",2022,24,0,20,"2022-06-12"
"Serogroup B",2022,24,0,13,"2022-06-12"
"Other Serogroup",2022,24,0,4,"2022-06-12"
"All Serogroups (total)",2022,25,4,125,"2022-06-19"
"Unknown Serogroup",2022,25,4,88,"2022-06-19"
"ACWY Serogroups",2022,25,0,20,"2022-06-19"
"Serogroup B",2022,25,0,13,"2022-06-19"
"Other Serogroup",2022,25,0,4,"2022-06-19"
"All Serogroups (total)",2022,26,2,136,"2022-06-26"
"Unknown Serogroup",2022,26,2,90,"2022-06-26"
"ACWY Serogroups",2022,26,0,28,"2022-06-26"
"Serogroup B",2022,26,0,14,"2022-06-26"
"Other Serogroup",2022,26,0,4,"2022-06-26"
"All Serogroups (total)",2022,27,4,140,"2022-07-03"
"Unknown Serogroup",2022,27,4,94,"2022-07-03"
"ACWY Serogroups",2022,27,0,28,"2022-07-03"
"Serogroup B",2022,27,0,14,"2022-07-03"
"Other Serogroup",2022,27,0,4,"2022-07-03"
"All Serogroups (total)",2022,28,2,142,"2022-07-10"
"Unknown Serogroup",2022,28,2,95,"2022-07-10"
"ACWY Serogroups",2022,28,0,29,"2022-07-10"
"Serogroup B",2022,28,0,14,"2022-07-10"
"Other Serogroup",2022,28,0,4,"2022-07-10"
"All Serogroups (total)",2022,29,0,142,"2022-07-17"
"Unknown Serogroup",2022,29,0,94,"2022-07-17"
"ACWY Serogroups",2022,29,0,29,"2022-07-17"
"Serogroup B",2022,29,0,14,"2022-07-17"
"Other Serogroup",2022,29,0,5,"2022-07-17"
"All Serogroups (total)",2022,30,1,144,"2022-07-24"
"Unknown Serogroup",2022,30,1,95,"2022-07-24"
"ACWY Serogroups",2022,30,0,30,"2022-07-24"
"Serogroup B",2022,30,0,14,"2022-07-24"
"Other Serogroup",2022,30,0,5,"2022-07-24"
"All Serogroups (total)",2022,31,6,153,"2022-07-31"
"Unknown Serogroup",2022,31,5,102,"2022-07-31"
"ACWY Serogroups",2022,31,1,31,"2022-07-31"
"Serogroup B",2022,31,0,14,"2022-07-31"
"Other Serogroup",2022,31,0,6,"2022-07-31"
"All Serogroups (total)",2022,32,4,157,"2022-08-07"
"Unknown Serogroup",2022,32,3,105,"2022-08-07"
"ACWY Serogroups",2022,32,1,32,"2022-08-07"
"Serogroup B",2022,32,0,14,"2022-08-07"
"Other Serogroup",2022,32,0,6,"2022-08-07"
"All Serogroups (total)",2022,33,2,162,"2022-08-14"
"Unknown Serogroup",2022,33,1,106,"2022-08-14"
"ACWY Serogroups",2022,33,1,34,"2022-08-14"
"Serogroup B",2022,33,0,14,"2022-08-14"
"Other Serogroup",2022,33,0,8,"2022-08-14"
"All Serogroups (total)",2022,34,1,163,"2022-08-21"
"Unknown Serogroup",2022,34,0,101,"2022-08-21"
